"VV_2017-05-15","VV_2017-05-27","VV_2017-06-08","VV_2017-07-02","VV_2017-07-14","VV_2017-07-26","VV_2017-08-07","VV_2017-08-19","VV_2017-08-31","VV_2017-09-12","VV_2017-09-24","VV_2017-10-06","VV_2017-10-18"
0.071524538,0.088606037,0.148548499,0.157933176,0.174688533,0.274549782,0.184390247,0.184464112,0.260762751,0.174210876,0.263672531,0.120507941,0.162842736
0.078668155,0.107462563,0.137100741,0.128553465,0.199980184,0.272652984,0.18621102,0.156254917,0.18680279,0.243475869,0.155156523,0.187112689,0.17033647
0.042443659,0.086642012,0.087695271,0.094575502,0.080621377,0.166936278,0.174445733,0.165242389,0.220699653,0.145067915,0.191584975,0.09652061,0.129818261
0.08123412,0.1151684,0.138506651,0.132238626,0.146637768,0.194092512,0.173998967,0.115337394,0.201256156,0.240395784,0.173168331,0.175103918,0.134985566
0.055819806,0.080779314,0.143658295,0.166862696,0.111856222,0.174644932,0.184908703,0.096853189,0.142399594,0.167687938,0.151565269,0.093948245,0.101476319
0.193669125,0.159873322,0.152434051,0.145759106,0.133332863,0.253566295,0.217253596,0.163882151,0.330963463,0.198968709,0.181139007,0.165010378,0.169749439
0.075798668,0.246442646,0.182567388,0.167689741,0.139970541,0.238942698,0.211682841,0.157282442,0.169634581,0.19040522,0.213761225,0.176136836,0.113097683
0.094668612,0.201783136,0.181391314,0.186255947,0.165872782,0.158634856,0.162763983,0.22295849,0.20996061,0.170725077,0.184319258,0.128453329,0.169374958
0.096180491,0.157286525,0.150029257,0.206083626,0.169798642,0.270085156,0.221627608,0.19612667,0.22521551,0.238086984,0.252252758,0.15758872,0.209542766
0.081709392,0.185306266,0.129256502,0.096487053,0.122264579,0.210002229,0.141162947,0.159106985,0.150524899,0.160289824,0.184036076,0.116038673,0.132412359
0.136769444,0.110161535,0.165351614,0.179805905,0.177833065,0.326554716,0.186992377,0.216626123,0.397020966,0.215959802,0.188478082,0.164835751,0.245971471
0.103689477,0.139891163,0.180853844,0.195532307,0.135582134,0.176343814,0.220483378,0.14111644,0.203135967,0.214348555,0.225234538,0.18132861,0.206704751
0.104650244,0.145655155,0.194196776,0.222150952,0.154169127,0.252555609,0.171085536,0.187664464,0.225255013,0.198649317,0.237706468,0.166185856,0.162510857
0.069573902,0.105060197,0.132024482,0.165707856,0.133311033,0.130798981,0.168488413,0.181915402,0.226181313,0.130681962,0.105372019,0.152889147,0.096143059
0.113031603,0.120655455,0.184585169,0.138207465,0.172948599,0.211871088,0.176638007,0.213096991,0.202592179,0.150603354,0.220732346,0.12578766,0.157644346
0.137325883,0.10686738,0.154738992,0.12034563,0.196644574,0.205483854,0.210998207,0.191891432,0.266307265,0.158182383,0.165609181,0.135004923,0.190166578
0.122822762,0.189219996,0.153522953,0.154195115,0.199341267,0.189871088,0.177605867,0.202594548,0.230357081,0.223629087,0.287495434,0.152368307,0.193330958
0.130207688,0.14488183,0.142848805,0.257425189,0.25430131,0.197376102,0.218743846,0.171122625,0.250336528,0.278419524,0.226997957,0.233704105,0.161747709
0.161269397,0.173674047,0.147858426,0.200474292,0.189052373,0.276367217,0.174330756,0.273504734,0.231474087,0.21033448,0.165780574,0.130229324,0.165656343
0.072492294,0.094911635,0.081937544,0.20110397,0.158277124,0.152723357,0.212881789,0.167795196,0.200147897,0.187214747,0.107990697,0.145212248,0.241109192
0.05490027,0.07264448,0.0921783,0.151150599,0.183247477,0.206700742,0.170630023,0.182383537,0.239994437,0.190112278,0.294627994,0.160102606,0.158864692
0.0758503,0.10839422,0.19598487,0.170958266,0.177171052,0.191683784,0.189001322,0.173262134,0.190946788,0.18425788,0.122580886,0.156988531,0.163098887
0.086983718,0.109377094,0.17072773,0.203795969,0.126385584,0.243217245,0.24837862,0.161284402,0.202934518,0.180841163,0.220975101,0.132476047,0.241262287
0.160537124,0.119193792,0.148260847,0.21708931,0.174254596,0.211201683,0.242654726,0.163545236,0.182017818,0.227557793,0.23508136,0.185556352,0.186876535
0.111849748,0.161853075,0.175742671,0.178484276,0.215589955,0.211697578,0.232152864,0.162310869,0.222027674,0.189318985,0.126671866,0.250976384,0.207333416
0.040759064,0.139940649,0.131705478,0.206792563,0.119948924,0.203964278,0.180540144,0.162533313,0.203974158,0.226760283,0.159154728,0.131063342,0.152935535
0.185184345,0.139191076,0.124284573,0.255756289,0.161529154,0.174610689,0.255950749,0.227984309,0.239497274,0.289076626,0.154492632,0.159716502,0.202470779
0.065367654,0.101481326,0.151607454,0.216497198,0.153724387,0.229209796,0.365014255,0.241097271,0.228484869,0.16936639,0.139131472,0.206563041,0.219019309
0.133829251,0.139876544,0.15600872,0.15581353,0.12633729,0.160673589,0.161492154,0.121246628,0.176430359,0.293634146,0.202306569,0.202332333,0.147173107
0.137990519,0.189576566,0.154686615,0.20932509,0.171791732,0.232002437,0.232105896,0.127334341,0.214645833,0.239477158,0.190619037,0.200871676,0.214999273
0.109232239,0.131678849,0.168063641,0.170472533,0.13076666,0.214713007,0.232099876,0.130696356,0.207009971,0.199210599,0.275691986,0.141522661,0.180023894
0.104600959,0.207207128,0.139609024,0.18223542,0.166296422,0.184671789,0.212533846,0.10937576,0.179121584,0.23980172,0.19364813,0.175564677,0.20592688
0.15954113,0.226105407,0.146143287,0.257095844,0.185059682,0.201629892,0.208543062,0.18705979,0.180366337,0.257591277,0.152240291,0.248670772,0.187400714
0.099415153,0.155879766,0.156426743,0.148387283,0.171084091,0.162959322,0.187475786,0.162978947,0.22314924,0.213431492,0.147798672,0.1812381,0.173666999
0.10934633,0.07029479,0.096623838,0.125665367,0.125587896,0.160830364,0.193034485,0.156375408,0.192933455,0.156816497,0.280053884,0.202026576,0.147421777
0.131737843,0.113500267,0.134447694,0.100796908,0.118855365,0.139518604,0.229930162,0.174843878,0.216653883,0.167518169,0.167636484,0.109325379,0.210662559
0.058761481,0.146065474,0.068484455,0.119861923,0.152119979,0.231164977,0.176951945,0.126106173,0.195753455,0.181680501,0.15492934,0.072623149,0.118973292
0.070146129,0.108628556,0.122264966,0.175058752,0.163434505,0.274510354,0.220634967,0.198953137,0.248953864,0.205442905,0.10685198,0.096930653,0.145693451
0.157180279,0.152821034,0.118803486,0.214843333,0.156068087,0.194168061,0.196659923,0.262049168,0.148219615,0.170472533,0.143165454,0.206139639,0.175979212
0.175294697,0.149494871,0.169012561,0.201199263,0.158497795,0.187442809,0.199437886,0.185752153,0.189059034,0.166855752,0.185895115,0.166971341,0.181152523
0.119691618,0.169010729,0.194228411,0.127750456,0.142614931,0.144067124,0.185141221,0.162011668,0.210730061,0.149215981,0.137546748,0.151987523,0.156509995
0.051608142,0.064483374,0.092767626,0.124373004,0.122989357,0.121201545,0.157052159,0.188183382,0.175218508,0.18895039,0.148365945,0.078865781,0.099470384
0.134163946,0.099318095,0.180824831,0.173864812,0.187941268,0.233868256,0.19079186,0.157719389,0.167284608,0.187134981,0.127981886,0.141610861,0.133140922
0.176622614,0.087656178,0.108621225,0.224761695,0.197129101,0.222685784,0.233718887,0.22053872,0.25852108,0.302123606,0.234628364,0.251316339,0.261661232
0.130507126,0.172651932,0.157755151,0.18941921,0.147738457,0.202690348,0.195599228,0.103950605,0.184475735,0.233891338,0.148552656,0.166774914,0.176375613
0.106194727,0.146396637,0.136795834,0.128514618,0.142664179,0.194905743,0.229659542,0.209894925,0.217757761,0.174061775,0.244789228,0.205470651,0.175104305
0.073475704,0.130039498,0.115400173,0.136108264,0.1388098,0.203712642,0.147640869,0.134665087,0.209090158,0.168342754,0.237059236,0.166140154,0.132402956
0.059469752,0.084689647,0.189125523,0.122016475,0.170339093,0.201929018,0.224358842,0.130805805,0.213111624,0.160842732,0.212992489,0.119722396,0.131311938
0.072824076,0.156158194,0.124894857,0.240847975,0.172445089,0.242891118,0.301450968,0.129015163,0.178263322,0.172894165,0.209025368,0.148494303,0.173723623
0.169843212,0.174984992,0.173739746,0.173054099,0.183762789,0.142509729,0.180851728,0.182839021,0.178122252,0.212165639,0.231276348,0.178761199,0.134591952
0.039031539,0.065624475,0.127031058,0.116137654,0.137678906,0.165180117,0.217321947,0.172928303,0.191319302,0.213977545,0.223237872,0.12164595,0.188635573
0.110892408,0.120536752,0.113071635,0.262283206,0.225830987,0.195235178,0.212796271,0.195713326,0.217828825,0.228588998,0.161870196,0.184403628,0.226676688
0.108940028,0.17523095,0.15590772,0.200032443,0.192341447,0.247765481,0.161157712,0.204963058,0.26508376,0.266804397,0.238518029,0.149287239,0.165586263
0.138831019,0.211759746,0.121449083,0.174253911,0.082355201,0.137436211,0.14772974,0.204566956,0.201201051,0.15829429,0.267081261,0.082217492,0.099479109
0.087674722,0.144277796,0.152549818,0.129217222,0.118638352,0.209786043,0.190738738,0.211782023,0.247485518,0.141411766,0.170132965,0.157433733,0.157221645
0.150089592,0.233017266,0.234008089,0.202320457,0.174694136,0.212015703,0.173639968,0.187597483,0.238222912,0.217598051,0.174962908,0.201091602,0.202575907
0.089396901,0.092511803,0.088337094,0.151870891,0.134695739,0.213542819,0.169999972,0.135891974,0.140020728,0.214748114,0.244321913,0.116827026,0.10864041
0.151927412,0.172631234,0.102398835,0.13156344,0.126214013,0.153667331,0.124771364,0.135435224,0.219118193,0.216462657,0.350761414,0.108414195,0.213482171
0.149045631,0.151769042,0.173485309,0.160373107,0.189369634,0.197108954,0.220363468,0.252284765,0.224210694,0.254619956,0.19094567,0.181415364,0.184767485
0.047157165,0.040825743,0.080869883,0.236753166,0.163486376,0.237144485,0.189646035,0.182808504,0.225678205,0.151368082,0.153947949,0.118700892,0.137039334
0.122275464,0.150824144,0.136354566,0.137099162,0.149145588,0.180539846,0.143891558,0.116101682,0.245006189,0.253055066,0.22465007,0.14641355,0.120043427
0.113025114,0.155795857,0.13510704,0.19951202,0.230585933,0.199827552,0.247177169,0.178328842,0.173015818,0.209823132,0.198225498,0.164575547,0.200728044
0.153516576,0.115221433,0.198860139,0.144394681,0.155326232,0.176467106,0.165146247,0.178955242,0.215331912,0.169946507,0.161636367,0.125787467,0.138143539
0.062529355,0.105045564,0.190864056,0.167513654,0.107334808,0.159357905,0.206855237,0.133400604,0.161606759,0.182939798,0.234371096,0.23818621,0.227245823
0.212658077,0.140202656,0.176511854,0.130742997,0.114875294,0.15182817,0.133940876,0.104907326,0.175083205,0.193285361,0.14094694,0.104540028,0.134657636
0.149837196,0.218841836,0.124979727,0.132899806,0.148528278,0.220592171,0.221734017,0.231631085,0.218708262,0.205223829,0.222640693,0.17421481,0.188009501
0.073659949,0.112804234,0.174860016,0.217135161,0.183440536,0.153488681,0.192089513,0.141013429,0.222383261,0.200575948,0.181765616,0.164104834,0.131696805
0.075333424,0.16342245,0.09176819,0.152712703,0.154833362,0.248656288,0.282336771,0.19729571,0.317343742,0.162265629,0.211273491,0.16547814,0.162467495
0.064737596,0.118888557,0.121926285,0.278905213,0.185191303,0.151462004,0.305941373,0.11679972,0.225264683,0.141663522,0.168111652,0.096696757,0.148237377
0.067926645,0.126965433,0.132873639,0.149112135,0.111541733,0.139548376,0.173026145,0.183490857,0.21623373,0.21078153,0.154967293,0.144376069,0.133799911
0.071249083,0.123730078,0.102609418,0.205233037,0.162861004,0.140319422,0.214715779,0.123610489,0.190276399,0.172484204,0.152454615,0.146134466,0.204773888
0.074951075,0.044546656,0.150638133,0.209821135,0.100009896,0.216061294,0.214652956,0.232600302,0.196574152,0.210415378,0.162381306,0.18399927,0.2081009
0.123929501,0.098454796,0.103960261,0.142977566,0.157199934,0.185572848,0.191618785,0.082548752,0.242064595,0.253011674,0.240867153,0.185391873,0.179801837
0.108811714,0.103098854,0.149924099,0.192238465,0.118833058,0.148531303,0.162221059,0.161852151,0.170040354,0.170116514,0.163070902,0.106145047,0.157736048
0.114079267,0.152205974,0.140407071,0.217394814,0.100219041,0.164065585,0.223543629,0.167647272,0.250333548,0.166821748,0.25281474,0.143337965,0.182659701
0.099729314,0.105567001,0.195430413,0.164186895,0.156931877,0.212163538,0.192439601,0.200345263,0.236916289,0.156287968,0.234212175,0.136743963,0.137307867
0.151922286,0.185885802,0.100337379,0.161310077,0.164053783,0.164549708,0.253277123,0.248840064,0.207161352,0.252661079,0.193637833,0.112251595,0.121798448
0.07883437,0.095189475,0.116604969,0.114435449,0.123599194,0.211647809,0.20068936,0.151043922,0.203419313,0.141722828,0.120323993,0.122907504,0.0634728
0.074798621,0.139947847,0.249796569,0.193402469,0.168905869,0.217853978,0.175053641,0.249355838,0.267895341,0.245654643,0.215283126,0.168627962,0.19868876
0.073197335,0.089715511,0.109594882,0.239176482,0.14151755,0.184982911,0.159227148,0.152545035,0.168914273,0.218845487,0.125851735,0.126630589,0.173126295
0.092717871,0.126485899,0.16180779,0.181415007,0.13922745,0.26827535,0.25926438,0.166561797,0.241062745,0.214388937,0.218245819,0.218868405,0.149437189
0.089378431,0.114211597,0.121754356,0.166613996,0.128981307,0.224140704,0.188342527,0.163908735,0.202412143,0.218902811,0.261013538,0.206811562,0.183545649
0.147879809,0.118395187,0.122113317,0.216465324,0.23109515,0.23143138,0.260097653,0.222915649,0.206228167,0.137837052,0.147217378,0.092729703,0.124955095
0.072344363,0.040690798,0.108904697,0.106770694,0.108544476,0.131061539,0.206227899,0.105468236,0.168384135,0.175560147,0.261740774,0.11312101,0.077182747
0.060515292,0.097215667,0.127616405,0.179740548,0.198011935,0.257010877,0.247274548,0.198034734,0.167136863,0.186686724,0.229737505,0.126474515,0.179792643
0.038299769,0.195832431,0.20623146,0.179836035,0.191285849,0.169987917,0.142475232,0.176125273,0.192023844,0.18320547,0.188611254,0.117023669,0.230180889
0.119155928,0.141214624,0.130645692,0.168303907,0.116324157,0.240432695,0.175524712,0.145623103,0.207036793,0.267188251,0.18978636,0.16810739,0.138449594
0.121690258,0.162460834,0.16713132,0.22965546,0.15149942,0.182360157,0.331820101,0.173402518,0.171616554,0.211948916,0.191695809,0.168751955,0.177695289
0.097604007,0.141373873,0.135836393,0.208587691,0.158023238,0.158412501,0.201317519,0.142742828,0.15581733,0.190278292,0.191953078,0.126966357,0.23324573
0.105630912,0.205412984,0.154096812,0.214803308,0.12298429,0.175641894,0.25724268,0.192751557,0.24620758,0.225895509,0.266062021,0.15899761,0.1694621
0.113417886,0.174036965,0.174233943,0.148108006,0.14587602,0.208521783,0.195758447,0.207018122,0.230397388,0.169072464,0.205203027,0.224036157,0.232710212
0.124527462,0.186223418,0.15894717,0.183632478,0.137523204,0.2334131,0.183573157,0.170424923,0.225623265,0.184975713,0.220220134,0.172680199,0.208150804
0.059004549,0.146993995,0.121233553,0.188658267,0.170016974,0.18214269,0.246471271,0.141503543,0.255030185,0.196055621,0.210469276,0.140500441,0.148247123
0.247735247,0.21042563,0.187652975,0.119901843,0.13545455,0.165569931,0.170845762,0.153424427,0.235091373,0.228748679,0.158644393,0.163279593,0.21901682
0.132541582,0.088196903,0.133825213,0.133775279,0.119754404,0.247914672,0.193050355,0.141107619,0.325556964,0.256621957,0.26400134,0.198150218,0.179958597
0.188328728,0.157685697,0.219055414,0.133493066,0.120858759,0.192689657,0.148792595,0.134119287,0.178190559,0.164913416,0.181782305,0.15133068,0.15351513
0.052667011,0.075159334,0.081644557,0.205763713,0.229870945,0.191591412,0.248414844,0.159399912,0.155798122,0.186628833,0.166598246,0.173722461,0.137629747
0.055199113,0.121116534,0.120166861,0.197612867,0.123915471,0.159027755,0.200482324,0.285236537,0.222120509,0.183277443,0.183882177,0.167582005,0.110428281
0.053028286,0.07284382,0.149749279,0.12224108,0.258131772,0.190170407,0.216965809,0.226469874,0.211506844,0.184525967,0.16389963,0.114674069,0.148872644
0.086209103,0.098675542,0.145696551,0.153670743,0.188109681,0.258862197,0.251880676,0.199983448,0.189820752,0.200462222,0.220080316,0.146981448,0.2506015
0.0440761,0.118331976,0.132823735,0.202456087,0.179424331,0.228272706,0.196942687,0.175636649,0.203561828,0.248194203,0.280073404,0.159967557,0.22624734
0.096077949,0.124177761,0.170325607,0.195744008,0.153472617,0.189321071,0.144296438,0.130131021,0.193315655,0.224424899,0.259275556,0.140281066,0.222798482
0.083021574,0.109773517,0.103353031,0.150396705,0.150645092,0.170354068,0.167887926,0.197409257,0.222105548,0.186730385,0.201079264,0.143446922,0.183919817
0.119232774,0.093305096,0.128411368,0.154646263,0.130441278,0.175102234,0.131011277,0.107703961,0.21004498,0.234786227,0.166716754,0.108084694,0.171599716
0.121740982,0.1367663,0.142511055,0.167116791,0.188804209,0.217754126,0.194202483,0.131215319,0.185645506,0.20540911,0.291231871,0.203997508,0.244359568
0.135660022,0.115393221,0.1294512,0.199703738,0.133717328,0.188782498,0.211032495,0.20292756,0.228345588,0.220297486,0.185888663,0.160802796,0.162984267
0.078543708,0.111683905,0.097810939,0.113442436,0.173435494,0.185439974,0.205156371,0.189368963,0.182179496,0.183742687,0.114226714,0.138066724,0.226266533
0.170589268,0.140115291,0.190303311,0.184848785,0.149770737,0.198359072,0.164729699,0.162674636,0.248863697,0.141749963,0.175929129,0.10650456,0.132628426
0.117693,0.143837944,0.149771065,0.182420865,0.191855118,0.235638529,0.20044519,0.17344819,0.17250824,0.221693009,0.182366878,0.177168027,0.139627114
0.11489553,0.13927418,0.163692221,0.206226885,0.134183615,0.204295501,0.181860387,0.173333108,0.20686765,0.220183194,0.179761052,0.159074992,0.198279098
0.081655711,0.178476319,0.215006262,0.261198193,0.15359728,0.201199636,0.192304954,0.227399945,0.200817108,0.165301338,0.204262972,0.168523788,0.204388112
0.098995425,0.147467911,0.164954349,0.162438899,0.168375045,0.177709088,0.190814465,0.160694346,0.196970671,0.227306679,0.350428849,0.162579671,0.121868946
0.137570322,0.204110682,0.174537629,0.143820956,0.184757978,0.222689092,0.232911363,0.165850833,0.220200449,0.269017935,0.159797311,0.276377976,0.236266315
0.060249832,0.113495179,0.249502167,0.125888869,0.140022069,0.209032342,0.208335549,0.185330033,0.192295507,0.194256827,0.243507057,0.206334874,0.175077632
0.217325538,0.177278474,0.196544662,0.194083184,0.230709016,0.245591313,0.281611621,0.189206868,0.235564008,0.250297695,0.258670807,0.133299112,0.195131645
0.08562766,0.128450274,0.152466774,0.119592473,0.141688928,0.219588548,0.189454436,0.129769325,0.172438428,0.274089038,0.196234807,0.119326048,0.140999585
0.090953015,0.152294204,0.128778338,0.250596523,0.190543756,0.205506846,0.204730168,0.158538848,0.175913081,0.268868208,0.215587795,0.18029429,0.132121354
0.072980538,0.193153799,0.149967313,0.180781722,0.200151429,0.239845499,0.185173184,0.228057534,0.239860401,0.263263881,0.246063516,0.160868824,0.196530551
0.05646392,0.107164778,0.121605128,0.239552841,0.149477884,0.196856871,0.167070091,0.155867979,0.186119586,0.201000527,0.208794087,0.208272532,0.173509017
0.083045945,0.165240169,0.15194425,0.236016482,0.145493269,0.257672399,0.249852329,0.190239117,0.237009943,0.235223114,0.195597261,0.15761058,0.187465087
0.060220711,0.068990871,0.075248159,0.212364972,0.217612132,0.215789989,0.212906688,0.176478177,0.199549764,0.166404799,0.177347451,0.160172582,0.114015222
0.120092414,0.120772429,0.145272046,0.100038894,0.180307299,0.207481191,0.240246192,0.262139231,0.275931209,0.194538578,0.192305386,0.161297172,0.163094461
0.122970775,0.216949791,0.144170731,0.188279912,0.164016202,0.22665967,0.258737683,0.150667682,0.176385418,0.24912329,0.203680605,0.208429992,0.195578262
0.043046765,0.100566968,0.145177558,0.165929124,0.1267647,0.194572523,0.186949149,0.154603451,0.247822374,0.237149671,0.149851769,0.109186433,0.192005977
0.052431028,0.057660449,0.117159843,0.120840289,0.273012787,0.184113562,0.161931351,0.161711752,0.189251482,0.147796974,0.174606889,0.11234697,0.178071141
0.160168737,0.143717125,0.150217399,0.178606063,0.205289707,0.240253597,0.264160872,0.238434896,0.187091917,0.226807982,0.221513167,0.182551429,0.196063891
0.103598453,0.132686183,0.105834618,0.189479008,0.127928451,0.188212022,0.180367902,0.101539657,0.24225992,0.209717408,0.210215554,0.148833588,0.239495188
0.066560149,0.215659842,0.192012891,0.19486168,0.116685204,0.201785788,0.135804266,0.204938456,0.227671593,0.125703156,0.230291307,0.124536969,0.105696559
0.287310272,0.292184383,0.196565732,0.155743614,0.122055657,0.188309282,0.199499115,0.209000766,0.213820785,0.182459414,0.221024171,0.25823009,0.213865101
0.106595814,0.138166785,0.139874458,0.142077938,0.150620222,0.235761344,0.219817489,0.225774497,0.228095323,0.189679787,0.233307511,0.224330083,0.234143674
0.173342139,0.204642802,0.171504408,0.156074584,0.218855724,0.204324305,0.17709896,0.16765143,0.192587644,0.217091918,0.227688,0.189132735,0.209393427
0.09697438,0.098417148,0.151759893,0.159061208,0.173612371,0.196517736,0.197856024,0.112973765,0.23075898,0.258100003,0.188048959,0.201066852,0.164753169
0.14424862,0.176755279,0.146656588,0.152861521,0.196503088,0.221516594,0.182003364,0.154111236,0.218190774,0.217771694,0.207864597,0.145417094,0.157952949
0.10302873,0.126682729,0.193004042,0.13249585,0.139872923,0.157555565,0.197822914,0.141503468,0.19570519,0.157574087,0.178023577,0.107190855,0.104041621
0.127785772,0.132316783,0.154147759,0.14904204,0.156722769,0.244680345,0.236907214,0.133590654,0.218265072,0.204867691,0.239876449,0.142833352,0.15314737
0.102243461,0.187428683,0.239011228,0.221358567,0.141630009,0.193818808,0.229410812,0.25125137,0.21977064,0.162327662,0.206118166,0.197791457,0.164301291
0.094154559,0.135271192,0.222032607,0.135252491,0.129015937,0.152620688,0.194448352,0.158681825,0.159022033,0.165910169,0.164951339,0.182468414,0.185163856
0.070031717,0.182982638,0.131416172,0.069577917,0.169193178,0.124324001,0.193145603,0.132199869,0.126420751,0.145150691,0.244280726,0.150466442,0.152385473
0.059689693,0.078014113,0.077800699,0.125815809,0.065214552,0.125166535,0.249259546,0.232049927,0.180117428,0.1947041,0.199706227,0.138183028,0.127890363
0.212675527,0.187792689,0.19338645,0.083828427,0.08522705,0.166524798,0.202242807,0.133613884,0.146385655,0.270524949,0.169600397,0.056918751,0.064356409
0.102936424,0.040642772,0.045450047,0.08443018,0.156985164,0.145593703,0.175929964,0.155639201,0.173029989,0.073105462,0.090768673,0.068993375,0.042622257
0.034028661,0.057551067,0.075029224,0.051880285,0.051649351,0.24356325,0.195201263,0.119616292,0.145419523,0.152309194,0.122658074,0.113217667,0.088806465
0.075828984,0.111992963,0.096745104,0.089777313,0.137477517,0.174777895,0.165646777,0.193886563,0.206346437,0.167834938,0.266369492,0.13194944,0.094979092
